Respondent,angular/angular.js,asp.net,django,drupal,express,flask,jquery,laravel,other(s):,react.js,ruby on rails,spring,vue.js
15802,,1.0,,,,,,,,,,,
15803,,,,,,,,,,,,,
15804,,,,,,,,,,,,,
15805,1.0,,1.0,,,,,,,,,,
15806,1.0,,,,,,,,,,,,
15807,,,,,,,,,,,,,
15808,,,,,,,,,,,,,
15809,,1.0,,,,,1.0,,,,,,
15810,,,,,1.0,,,,,1.0,,,
15811,1.0,,,,,,,,,,,,
15812,1.0,1.0,,1.0,,,,,,,,1.0,
15813,,,,1.0,,1.0,1.0,,,,,,
15814,,,1.0,,,1.0,1.0,,,,,,
15815,,,,,1.0,,1.0,,,1.0,,,
15816,1.0,,,,,,1.0,,,,,1.0,
15817,1.0,,,,,,,,,,,,
15818,,,,,,,,,,,,,
15819,,1.0,1.0,,,,1.0,1.0,,,,,
15820,,1.0,,,,,,,,,,,
15821,,,,,,,,,,,,1.0,
15822,,,,,,,,,,,,,
15823,,,,,,,,,1.0,,,,
15824,,,,,,,,,,,,,
15825,,,,,,,,,,,,1.0,
15826,,,,,,,,,,,,,
15827,1.0,1.0,,,,,1.0,,,,,,
15828,,,,,,,,,,,,,
15829,1.0,1.0,,,,,1.0,,,,,,
15830,,,,,1.0,1.0,,,,1.0,1.0,,
15831,,,,,,,,,,,,,
15832,,,,,,,,,,,,,
15833,,,,,,,,,,,,,
15834,,,,,,,1.0,,,,,,
15835,,,,,,,,,,,,,
15836,,1.0,,,,,,,,,,,
15837,,,,,,,,,,,1.0,,
15838,,,,,,,,,,,,,
15839,,,,1.0,,,,,,,,,
15840,,,,,,,,,,,,,
15841,,,,,,,1.0,1.0,,,,,
15842,1.0,,,,,,,,,,,,
15843,1.0,1.0,,,,,,,,,,,
15844,,1.0,,,,,1.0,,,,,1.0,
15845,1.0,,,,,,,,,1.0,,,
15846,1.0,,,,1.0,,1.0,,,,,,1.0
15847,1.0,1.0,,,1.0,,1.0,,,,,,
15848,,,,,,1.0,,,,,,,
15849,,,,,,,,,1.0,1.0,,,
15850,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,
15851,,1.0,,,,,,,,,,,
15852,,,,,,1.0,,,,,,,
15853,,,,,,,,,,,,,
15854,1.0,,,,,,1.0,,,,,,
15855,,,,,,,,,,,,,
15856,,1.0,,,,,,,,,,,
15857,,,,,,,,,1.0,1.0,,,
15858,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,
15859,,,,,,,,,,,,,
15860,,,,,,,1.0,1.0,,,,,1.0
15861,,,1.0,,,,1.0,,,,,,
15862,,,,,,,,,,,,1.0,
15863,,,1.0,,,,,,,,,,
15864,1.0,,,,,,1.0,,,,,,
15865,,,,,,,,,,,,,
15866,,,,,,,1.0,,,,,,
15867,,,,,,,,,,,,,
15868,,1.0,,,,,,,,,,,
15869,1.0,1.0,1.0,,,,,,,,,,
15870,,,,,,,,,,,,,
15871,1.0,,,,1.0,,,,,,,,
15872,,,,,1.0,,,,,,,,1.0
15873,,,,,,,1.0,,,1.0,1.0,,
15874,,,,,,,,,,,,,
15875,,,,,,,,,,,,,
15876,,,,,,,,,,,,,
15877,1.0,,1.0,,,1.0,1.0,,,1.0,,,1.0
15878,,,,,,,,,,,,,
15879,,,,,,,,,,1.0,1.0,1.0,
15880,,,,,,,1.0,1.0,,,,,
15881,,,,,,,,,1.0,,,,
15882,,,,,,,,,,1.0,,,
15883,,,,,,,,,,,,,
15884,,1.0,,,1.0,,1.0,,,,,,
15885,,,1.0,,,,,,,,,,
15886,,,,,,,1.0,,,,,,
15887,,,1.0,,,,,,,,,,
15888,,,,,,,,,,,,,
15889,,,,,,,,,,,,,
15890,,,1.0,,,,1.0,,,1.0,,,
15891,1.0,,,,,,,,,,,1.0,
15892,,1.0,,,,,,,,,,,1.0
15893,,,,,,,,,,,,,
15894,,,,,,,,,,1.0,,,
15895,1.0,,1.0,,,1.0,,,,,,,
15896,,,,,,,,,,,,,
15897,,1.0,,,,,1.0,,,,,,
15898,,,,,,,,,,,,,
15899,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0
15900,,,,,1.0,1.0,1.0,,,1.0,,1.0,
15901,1.0,,1.0,,1.0,,,,,1.0,,,1.0
15902,,,,,,,,,,,,,
15903,,,,,1.0,,,,,1.0,,1.0,
15904,,,,,1.0,,,,,1.0,,1.0,
15905,,1.0,,,,,1.0,,,,,,
15906,1.0,,,,,,,,,,,,
15907,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,
15908,,,,,,,,,,,,,
15909,,,1.0,,1.0,,1.0,,,1.0,,,
15910,,,,,,,,,,,,,
15911,1.0,,,,1.0,,1.0,,,1.0,,,1.0
15912,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0
15913,1.0,,,,,,1.0,,,,,,
15914,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0
15915,1.0,,,,,,1.0,,,,,,1.0
15916,1.0,,,,,,1.0,,,,,,
15917,1.0,,,,,,1.0,,,,,1.0,
15918,,,,,,,1.0,,,,,,
15919,,,,,,,,,,,,,
15920,,,,,,,,,,,,,
15921,,,,1.0,,,1.0,1.0,,,,,
15922,,,,,1.0,,,,,1.0,,,
15923,,,,,,,,,,,,1.0,
15924,,,,,,,,,,1.0,1.0,,
15925,,,,,,,,,,,,,
15926,1.0,,,,1.0,,,,,,,,
15927,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0
15928,,,,,1.0,1.0,,,,1.0,,,
15929,,,1.0,,1.0,,1.0,,,1.0,,,
15930,,,,,,1.0,,,,,,,
15931,,,,,,,1.0,,,,,,
15932,,,,,,,,,,,,,
15933,1.0,1.0,,,1.0,,,,,,,1.0,
15934,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0
15935,,,,,,,1.0,,,,,,
15936,,,,,,,,,,,,,
15937,,1.0,,,,,,,,,,,
15938,,,1.0,,,,1.0,,,,,,
15939,,1.0,,,1.0,,,,,1.0,,1.0,1.0
15940,,,,,,,,,,,,,
15941,,1.0,,,,,,,,,,,
15942,,,,,1.0,,,,,1.0,1.0,,
15943,,1.0,,,,,1.0,,,,,,
15944,1.0,,1.0,,,,1.0,,,,,1.0,
15945,,,,,,,,,,,,,
15946,1.0,,,,1.0,1.0,1.0,,,,,,
15947,1.0,1.0,,,,,,,1.0,,,,
15948,,,,,,,,,,,,,
15949,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0
15950,,,,,1.0,,,,,,,,
15951,1.0,,,,1.0,,,,,,,1.0,
15952,,1.0,,,,,1.0,,,,,,
15953,1.0,,,,,,,,,1.0,,,
15954,,,1.0,,,1.0,,,,1.0,,,1.0
15955,,,,,,,1.0,1.0,,,,,
15956,,,,,,,,,,,,,
15957,1.0,,,,,,1.0,,,1.0,,,
15958,,,,,,,,,1.0,,,,1.0
15959,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0
15960,,,,,1.0,,1.0,1.0,,,,,1.0
15961,,,,,,,,,,,,,
15962,1.0,,1.0,,,,,,,1.0,,,
15963,,,,,,,1.0,,,,,,
15964,,,,,,,,,,1.0,,,
15965,,1.0,,,,,,,1.0,,,,
15966,1.0,,,,,,1.0,1.0,,,1.0,,1.0
15967,,,,1.0,,,,1.0,,,,,1.0
15968,,,,,,,,,,1.0,,,
15969,,,,,,,,,,,,,
15970,,,,,,,1.0,1.0,,,,,1.0
15971,,,,,,,1.0,,,,,,
15972,,,,,,,,,,,,,
15973,,,,,1.0,,1.0,1.0,,,,,
15974,1.0,1.0,,,,,1.0,,,,,,
15975,1.0,,1.0,,,,,,,,,,
15976,,,,,,,,,,,,,
15977,1.0,,,,,,,,,,,,
15978,,1.0,,,1.0,,1.0,,,,,,
15979,1.0,,,,,,,1.0,,,,,
15980,1.0,,,,,,,,,,,1.0,
15981,1.0,,,,,1.0,,,,1.0,1.0,,
15982,,,,,,,1.0,,,,,,
15983,1.0,1.0,,,,,1.0,,,,,,
15984,1.0,,,1.0,,,1.0,,,,,,
15985,1.0,,,,,1.0,,,,1.0,1.0,1.0,
15986,,,,,,,,,,,,,
15987,,,,,,,,,,,,,
15988,,,1.0,,,,,,,,,,
15989,,,,,,,,,,,,,
15990,,,,,,,,,,,,,
15991,,,,,,,,,,,,,
15992,1.0,,,,,,,,,,,,
15993,,1.0,,,,,,,,,,,
15994,,,,,,,,,,1.0,,1.0,1.0
15995,,,,,1.0,,,1.0,,,,,1.0
15996,,,,,,,,,,1.0,,,
15997,,,,,,,1.0,,1.0,,,,
15998,,,,,,,,,,,,,
15999,,1.0,,,,,1.0,,,,,,1.0
16000,,,,,,,,,,,,,
16001,,,,,,,1.0,1.0,,,1.0,,
16002,,,,,,,,,,,,,
16003,,,,,,,,,,,,,
16004,1.0,1.0,,,,,1.0,,,,,,
16005,,,,,,,,,,,,1.0,
16006,,,,,,,1.0,,,,,,1.0
16007,1.0,1.0,,,,,1.0,,,,,,
16008,1.0,,,,,,,,,,,,
16009,,,,,,,,,,,,,
16010,,,,,,,,,,,,,
16011,1.0,1.0,,,,,1.0,,,,,1.0,
16012,,,,,,,,,,,,,
16013,,,,,,,,,,1.0,,,
16014,,,,,1.0,,,,,1.0,,,
16015,1.0,1.0,,,,,1.0,,,,,,
16016,,1.0,,,,,,,,,,,
16017,,,,,,,1.0,,,,,,
16018,,,,,,,,,,1.0,,,
16019,,,,,,,,,1.0,,,,
16020,,,,,,,,,,1.0,,,
16021,,,,,,,,,,,,,
16022,,,,,,,,,,,,,
16023,,,,,,,,,,,,,
16024,1.0,,,,,,,,1.0,,,,1.0
16025,,,,,,,1.0,,,,,,
16026,,,,,,,1.0,,,,,,
16027,,,,,,,1.0,,,,,,
16028,,1.0,,,1.0,,,,,1.0,,,
16029,,,,,,,,,,,,,
16030,,,,,,,,,,,,,
16031,,,,,,,,,,,,,
16032,,1.0,,,,,,,,1.0,,,
16033,,,,,,,1.0,1.0,,,,,1.0
16034,,,,,,,,,,,,,
16035,,1.0,,,,,1.0,,,,1.0,,
16036,,,1.0,,,1.0,1.0,,,,,,
16037,1.0,1.0,,,,,1.0,,,,,,
16038,,,,,,,,,,,,,
16039,,,,,,,,,1.0,,,1.0,
16040,,,,,,,,,,,,,
16041,,,,,,,1.0,1.0,,,,,
16042,,,,,,,,,,,,,
16043,,,,,,,,,,,,,
16044,,,,,,,,,,,,,
16045,,,,,,,1.0,,,,,,
16046,1.0,,,,1.0,,,,,1.0,,,
16047,,,,1.0,,,,,1.0,,,,
16048,,,,,,,,,,,,,
16049,,,,,,,,1.0,,,,,1.0
16050,,,,,1.0,1.0,1.0,,,,,,
16051,1.0,,,,,,1.0,1.0,1.0,1.0,,,
16052,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
16053,1.0,1.0,,,1.0,,1.0,,1.0,,,,
16054,,1.0,,,,,,,,,,,
16055,,,,,,,,,,,,,
16056,,,,,,,,,,,,,
16057,,,,,,,,,,,,1.0,
16058,,,1.0,,,,1.0,,,,,,
16059,,,,,,,,,,,1.0,,
16060,,,,,,,,,,,,,
16061,,,,,,,,,,1.0,,,
16062,1.0,1.0,,,,,,,,,,,
16063,,,1.0,,,,,1.0,,,,,
16064,,,,,,,1.0,,,,,,
16065,,,,,,,,,,,,,
16066,,,,,1.0,,,,1.0,1.0,,,
16067,,,1.0,,,1.0,1.0,1.0,1.0,,,,
16068,,,,,,,,,,,,,
16069,,1.0,,,,,1.0,,,,,,
16070,,1.0,,,,,1.0,,,,,1.0,1.0
16071,,1.0,1.0,,1.0,1.0,,,,1.0,,,
16072,1.0,1.0,,,,,1.0,,,,,,
16073,,,1.0,,,1.0,,,,,,,
16074,,,,,,1.0,,,,,,,
16075,,,,,,,1.0,,,,,,
16076,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0
16077,1.0,,,,1.0,,,,,,,,
16078,,,,,,,,,,,,,
16079,,,,,,1.0,,,,1.0,,1.0,
16080,1.0,,,,,,,,1.0,,,,
16081,1.0,,,,1.0,,,,,1.0,,1.0,
16082,,,,,,,,,,,1.0,,
16083,1.0,,,,1.0,,1.0,,,1.0,,,
16084,,,,,,,,,,,,,
16085,,,,,,,,,,,,,
16086,,1.0,,,,,,,,,,,
16087,1.0,,,,1.0,,,,,,,,
16088,,1.0,,,,,,1.0,,,,,
16089,,,,,,,,,,,,,
16090,,,,1.0,,,,,,,,,
16091,,,,,,,,,,,,,
16092,,,,,,,,,,,,1.0,
16093,,,,,,,1.0,,,,,,
16094,1.0,1.0,,,,,,,,,,,
16095,,,,,,,1.0,,,1.0,,,1.0
16096,,,,,,,1.0,,,,,,
16097,,,1.0,,,,,,,,1.0,,
16098,,1.0,,,,,1.0,,,1.0,,,1.0
16099,,,,,1.0,,,,,1.0,,,
16100,1.0,,1.0,,1.0,,1.0,,,1.0,,,
16101,,,,,,,1.0,,,,,,
16104,,,,,,,,,,,,,
16105,,,,,,,1.0,,,,,,
16106,,,,,,,,,,,,,
16107,,1.0,,,,,1.0,,,,,,
16108,,,,,1.0,,1.0,,,1.0,,,
16109,,1.0,,,,,1.0,,,,,,
16110,,1.0,,,,,1.0,,,,,,
16111,,,,,,,,,,,,,
16112,,1.0,,,,,1.0,1.0,,,,,
16113,1.0,,,,1.0,,,,,1.0,,,
16114,,,,,,,,,,,,,
16115,,,,,,,,,,,,,
16116,,1.0,,,,,,,,,,,
16117,,,,,,,,,,1.0,,,
16118,,,1.0,,,1.0,,,,,,1.0,
16119,,,1.0,,,,1.0,,,,,,
16120,,,,,,,,,,,,,
16121,,,,,,,,,,,,1.0,
16122,,,,,1.0,1.0,1.0,,,1.0,,,
16123,1.0,,,,,,,,,,,,
16124,,,,,,,,,,,,,
16125,1.0,,,,,,1.0,,,,,,
16126,,,,,,,,,,,,,
16127,,,,,,,,,,,,,
16128,1.0,,,,,,1.0,1.0,,,,1.0,1.0
16129,,,,,,,,,,,,,
16130,,,,,,,1.0,,,,,,
16131,,,,,,,,,,,,,
16133,,,,,,,,,,1.0,,1.0,
16134,,,,,,,,,,,,,
16135,,,,,,,,,1.0,1.0,,,
16136,1.0,,,,,,,,,,,,
16137,,,,,,,1.0,,1.0,,,1.0,
16138,,,,,,,,,,,,,
16139,,,,,,,,,,,,,
16140,1.0,,,,,,1.0,,,,,1.0,
16141,,,,,,,,,,,,,
16142,,,,,,,,,,,,,
16143,,,1.0,,,1.0,,,,,1.0,,
16144,1.0,,,,1.0,,,,,1.0,,,
16145,,,,,,,1.0,,1.0,,,,
16146,,,,,,,1.0,,,,,,
16147,,,1.0,,,,1.0,,,,,1.0,
16148,,,,,,,,,,,,,
16150,,,,,1.0,,,,,1.0,,,
16151,,,1.0,,,1.0,,,,1.0,,,
16152,,,,,,,1.0,,,,,,
16153,,,,,1.0,,,,,1.0,,,
16154,,,,,,,,,,,,,
16155,,,,,1.0,,,,1.0,1.0,,,
16156,,,,,,,1.0,1.0,,,,,
16157,,,,,,,,,,,,,
16158,,,,,,,,,1.0,1.0,1.0,,
16159,,,,,,,,,,,,,
16160,,,,,,,1.0,,,,,,
16161,1.0,,,,1.0,,1.0,1.0,,1.0,,,
16162,,,,,,,,,,,,,
16163,,,1.0,,,,,,,,,,
16164,,,,,1.0,,,,,1.0,,,1.0
16165,,1.0,,,,,,,,,,,
16166,1.0,1.0,,,1.0,,,,,,,,1.0
16167,,,,,1.0,,1.0,,,,,,
16168,,,,,,,,,,,,,
16169,,,,,,,,,,,,,
16170,,,,,,1.0,,,,,,,
16171,1.0,,,,,,1.0,,,,,,
16172,,,,,,,1.0,,,,,,
16173,,,,,,,,,,,1.0,,
16174,,,,,,,1.0,,,,,,
16175,,,,,,,,,,,,,
16176,,,,,,,1.0,,,,,,
16177,,,,,,,1.0,,1.0,1.0,1.0,,
16178,,,,,,,,,,,,,
16179,,,,,,,,,,,,,
16180,,,,,,,,,,,,,
16181,,,,,,,,,,,,,
16182,1.0,,,,,,,,,,,,
16183,1.0,,,,1.0,,1.0,,,,,,1.0
16184,,,,,1.0,,,,,1.0,,,
16185,,,,,,,,,1.0,,,,
16186,,1.0,,,,,1.0,,,,,,1.0
16187,,,,,,,1.0,1.0,,,,,
16188,,,,,,1.0,,,,,,,
16189,,,,,1.0,1.0,,,,,,,
16190,,,,,,,,,,,,,
16191,,,1.0,,,,1.0,,,,,,
16192,1.0,,,,,1.0,,,,1.0,,1.0,
16193,,,,,1.0,,,,,1.0,,,
16195,,,1.0,,,1.0,,,,1.0,,,
16196,1.0,,,,,,,,1.0,,,1.0,
16197,,,,,,,,,,,,1.0,
16198,1.0,,,,,,1.0,,,,,,
16199,,,1.0,,,,,,,1.0,,,
16200,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0
16201,1.0,1.0,,,,,1.0,,,,,,
16202,,,,,,,,,1.0,1.0,,,1.0
16203,,1.0,,,,,,,,,,,
16204,,,,,,,,,,,,1.0,
16205,1.0,,,,,,,,,1.0,,,1.0
16206,1.0,,,,,,,,,,,,
16207,,,,,,,,,,,,,
16208,,,,,,,,,,,,,
16209,1.0,,1.0,,,,1.0,1.0,,1.0,,,
16210,,,,,,,,,,,,,
16211,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0
16212,,1.0,,,,,,,,,,,
16213,,,,,,,,,,1.0,,,
16214,,,,,,,1.0,,,,,1.0,
16215,1.0,1.0,,,,,,,,,,,
16216,,,,1.0,,,1.0,,,,,,
16217,,,,,,,,,,,,,
16218,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0
16219,,,,,1.0,,,,,1.0,,,
16220,,,,,,,1.0,1.0,,,,,1.0
16221,1.0,,,,,,,,,,,1.0,
16222,,,,,,,,,,,,,
16223,1.0,,,,,,,,,,,,
16224,,,,,,,,,,,,,
16225,,1.0,,,1.0,,,,,1.0,,,1.0
16226,1.0,,,,,,,,,,,,
16227,,,,,,,,,,,,,
16228,,,,,,,1.0,,1.0,,,,
16229,,,,,,,1.0,,,,,,
16230,,,,,1.0,,1.0,1.0,,,,,
16231,,,,,,,,,,,,,
16232,,,,,1.0,,1.0,,,1.0,,,
16233,,,1.0,,,1.0,,1.0,,,,,
16234,,,,,,,1.0,,1.0,,,,
16235,1.0,1.0,,,,,,,,,,,
16236,,,,,,,1.0,,,,,,
16237,1.0,1.0,,,,,1.0,,,,,,1.0
16238,,,,,,,,,,,,,
16239,1.0,,,,1.0,,1.0,,,,1.0,,
16240,,,,,,,,,,,,,
16241,,1.0,,,,,1.0,1.0,,,,,1.0
16242,,1.0,,,,1.0,1.0,,,1.0,,,
16243,,,,,,,,,,,,,
16244,,1.0,,,,1.0,1.0,,,,,,
16245,,,,,,,,,,,,,
16246,1.0,1.0,,,,,,,,,,,
16247,,,,,,,1.0,,,,,,
16248,,,1.0,,,,,,,1.0,,,
16249,1.0,,,,,,,,,1.0,,,
16250,,,1.0,,,1.0,1.0,,,,,,1.0
16251,1.0,,,,1.0,,,,,1.0,1.0,1.0,
16252,,,,,,,,,1.0,,,1.0,
16253,,,,,,1.0,,,,,,,
16254,,,,,,,1.0,,,,,,
16255,,,,,,,,,,,,,
16256,,,,,,,,,,1.0,,1.0,
16257,,,,,,,1.0,,,1.0,1.0,,1.0
16258,1.0,,,,1.0,,,,,,,,
16259,,,,,,1.0,,,,,,,
16260,,,,,,,1.0,,,,,,
16261,,,,,,,,1.0,,,,,
16262,1.0,1.0,,,,,,,,,,,
16263,,,,1.0,,,1.0,,,1.0,,,
16264,,,,,,,1.0,,1.0,,,,
16265,,,,,,,1.0,,,,,,
16266,1.0,,,,,,,,,,,1.0,
16267,1.0,,,,1.0,,,,,1.0,,,
16268,1.0,,,,,,,,,,,1.0,
16269,,1.0,,,,,,,,,,,
16270,,,,,,,,,,,,,
16271,,,,1.0,,,,,,1.0,1.0,,1.0
16272,,,,,,,,,,,,,
16273,,,,,,,,,,1.0,,1.0,
16274,,,,,,,,,,,,,
16275,1.0,,,,,,,,,,,1.0,
16276,,,,,,,,,,,,,
16277,1.0,1.0,,,,,,,,,,,
16278,,1.0,,,,,,,,,,,
16279,,,,,,,,,,1.0,,,
16280,,,,,,,,,,,,,
16281,,,,,,1.0,,,,,1.0,1.0,
16282,1.0,,,,1.0,,1.0,,,,,,
16283,,,,,1.0,1.0,,,,1.0,,,
16284,1.0,,,,1.0,,,,,,1.0,,
16285,,,,,,,1.0,,,,,,
16286,,,,,1.0,,,,,,,,
16287,,,,,,,,,,,,,
16288,,,,,,,,,,,,,
16289,,,,,,,,,,,,,
16290,,,,,,,,,,,,,
16291,,,,,,,1.0,,,,,,
16292,,,,,,,,,1.0,,,,
16293,,,,,1.0,,1.0,,,1.0,,,
16294,,,1.0,,,,1.0,,,,,,
16295,1.0,1.0,,,,,1.0,,,1.0,,,
16296,,,,,,,1.0,1.0,,,,,
16297,,,1.0,,,,1.0,1.0,,,,,1.0
16298,,,,,,,,,,,,,
16299,,,1.0,,1.0,,,,,1.0,,,1.0
16300,,,,,,,,,,,,,
16301,,,1.0,,,,1.0,,,,,,
16302,,,,,,,1.0,1.0,,1.0,,,1.0
16303,,,,,,,,,,,,,
16304,,,,,,,,,,,,,
16305,,,,,,,,,,,,,
16306,1.0,1.0,,,,,1.0,,,,,,
16307,,1.0,,,,,1.0,,,,,,
16308,,,,,,,,,,1.0,,,
16309,,,,,,,,,,,,,
16310,1.0,,,1.0,1.0,,1.0,,,,,,
16311,,1.0,1.0,,,,1.0,,,1.0,,,
16312,,1.0,1.0,,,1.0,1.0,,,,,,
16313,,,,,,,,,,,,,
16314,,,,,,,,,,,,,
16315,,,,,,,,,,,,,
16316,,,,,,,1.0,1.0,,1.0,,,
16317,,,,,,,,,,,,1.0,
16318,,,,,,,,,,1.0,,,
16319,,,,,,,,,,,,,
16320,1.0,1.0,,,,,,,,,,,
16321,,,,,,,,,,,,,
16322,,,,,,1.0,1.0,,,,,,
16323,,1.0,,,,,,,,,,,1.0
16324,,,1.0,,,1.0,,,,,,,
16325,,,1.0,,,,,,,1.0,,,
16326,,,1.0,,,,,,,,,,
16327,,,,,,,,,,,,,
16328,1.0,1.0,,,,,1.0,1.0,,,,,
16329,,,,,,,,,,,,,
16330,,,,,,,,,,,,,
16331,1.0,,,,,,1.0,1.0,1.0,,,,1.0
16332,,,,,,,1.0,,,,1.0,,
16333,1.0,,,,,,1.0,,,,,1.0,
16334,1.0,1.0,,,,,1.0,,,1.0,,,1.0
16335,,,,,,,,,,,,,
16336,,,,,,,,,,,,,
16337,,,,,,,,,,,,,
16338,,,,,,,,,,,,1.0,
16339,1.0,,,,1.0,1.0,,,,1.0,,,
16340,1.0,,,,,,,,,1.0,,1.0,
16341,,,1.0,,,,,,1.0,,1.0,,1.0
16342,,1.0,,,,,,,,,,,
16343,,,,,,,,,,,,,
16344,,,,,1.0,,1.0,,,1.0,,1.0,
16345,,,,,,,,,,,,,
16346,,,,,,,,,,,,,
16347,,,,1.0,,,,,,,,,1.0
16348,1.0,,,,,,1.0,1.0,,,,,1.0
16349,1.0,,,,,,,,,,,1.0,
16350,,,,,,1.0,,,,,,,
16351,,,,1.0,,,,,,,,,
16352,,1.0,,,,,1.0,,,,,,
16353,1.0,,,,,,1.0,,,,,,
16354,,,,,,,,,,,,,
16355,1.0,1.0,,,,1.0,,,,1.0,,,
16356,,,1.0,,,,,,,,,,1.0
16357,,,,,,,,,,1.0,,,
16358,,,,,,,,,,,,,
16359,1.0,,,,,1.0,1.0,,,1.0,,,
16360,,,,,,,,,,,,1.0,
16361,,,,,,1.0,1.0,,,,1.0,,
16362,1.0,,,,1.0,,,,,,,,
16363,1.0,,,,,,,,,,,1.0,
16364,,,,,1.0,1.0,,,,1.0,,,
16365,,,,,,,,,,,,,
16366,,,,,,,,,,1.0,,,
16367,,,,,,,,,,,,1.0,
16368,,,,,,,,,,,,1.0,
16369,,1.0,,,,,1.0,,,,,,1.0
16370,,,,,1.0,,,,,1.0,,,
16371,,,,,1.0,,,,,,1.0,,1.0
16372,,,,,,,,,,,,,
16373,,,,,,,1.0,,,1.0,,,
16374,,,,,,,1.0,,,,,,
16375,,1.0,,,,,1.0,,,,,,1.0
16376,,,,,,1.0,,,,,,,
16377,,,,,,,1.0,,,,,1.0,
16378,,,,,,,,,,,,,
16379,,,,,1.0,,,,,,,,
16380,1.0,1.0,,,,,1.0,,,,,,
16381,,,,,,,,1.0,,,,,
16382,,,,,,,,,,1.0,,1.0,1.0
16383,,,,,,,1.0,,,,1.0,,1.0
16384,,,,,,,,,,,,,
16385,,,,,,,,,,,,,
16386,,1.0,,,,,1.0,,,1.0,,,
16387,,1.0,,,,,,,,,,,
16388,1.0,1.0,,,,,1.0,,,,,,1.0
16389,,1.0,,,,,1.0,,,,,,
16390,,,,,,,,,,,,,
16391,1.0,1.0,,,,,,,,1.0,,,
16392,,,1.0,,,,1.0,,,,,,
16393,,1.0,,,,,1.0,,,,,,
16394,,,,,,,,,,,,,
16395,1.0,,,,1.0,,1.0,,,,,1.0,
16396,1.0,,,,1.0,,1.0,,,1.0,,,
16397,,,,,,,1.0,,,,,,
16398,,,,,,,,,,,,,
16399,,,,,,,1.0,,,1.0,,,
16400,,,,1.0,,,1.0,,,,1.0,,
16401,1.0,1.0,,,,,,,,,,,
16402,,1.0,,,,,,,,,,,
16403,1.0,,,,1.0,,,,,,,,
16404,,,,,,,,,,1.0,,,
16405,,,,,,,,,1.0,,,,
16406,,,,,,,,,,,,,
16407,,,,,,,1.0,,,,,1.0,
16408,,,,,,,,,,,,,
16409,,,,,,,,,,,,,
16410,,1.0,,,,,1.0,,,,,,
16411,,,,,1.0,,,,,1.0,,,
16412,,,1.0,,,,,,,1.0,,,
16413,,,,,,,,,,,,,
16414,,1.0,,,,,1.0,,,,,,
16415,,1.0,,,,,1.0,,,1.0,,,
16416,,,,,,,1.0,,,,,,
16417,,,,,,,,,,,,,
16418,,,,,,1.0,1.0,,,,,,
16419,1.0,,,,,,,,,1.0,,1.0,
16420,,,,,,,,,,,,,
16421,,,,,,,,,,,,,
16422,1.0,,,,,1.0,,,,,,,
16423,,,,1.0,,,1.0,,,,,,
16424,,,1.0,,,1.0,1.0,,,1.0,,,
16425,,,,,,,,,,,,,
16426,,,,,,,,,,,,1.0,
16427,,,,,,,,,,,,,
16428,1.0,1.0,,,,,,,,,,,
16429,,,,,,1.0,1.0,,,,,,
16430,1.0,,,,,,,,,,,1.0,
16431,,,,,,,1.0,,,,,,
16432,,,,1.0,1.0,,,1.0,,1.0,,,
16433,1.0,,,,,,,,,,,,
16434,,,,,1.0,,1.0,,,1.0,,,
16435,,1.0,,,,,,,,,,,
16436,,1.0,,,,,1.0,,,,,,
16437,,,,,,,,,,,,,
16438,,,,,,,,,,,,,
16439,1.0,,,,,,,,,1.0,,,1.0
16440,,,,,,,,,1.0,,1.0,,
16441,,,,,,,1.0,,,1.0,1.0,,
16442,1.0,1.0,,,,,,,,1.0,,,
16443,1.0,,,,,,1.0,,,,,1.0,
16444,,,,,,,,,,1.0,,,
16445,,1.0,,,,,1.0,,,,,,
16446,1.0,1.0,,,1.0,,1.0,,,,,,
16447,,1.0,,,,,,,,,,,
16448,,,,,1.0,,,,1.0,1.0,,,1.0
16449,1.0,,,,,,1.0,1.0,,,,,
16450,,,,,1.0,,,,,,,,
16451,,1.0,,,,1.0,1.0,,,,,,
16452,,1.0,,,1.0,,1.0,,,1.0,,,
16453,,,,,,,,,,,,,
16454,,,,,,,,,,,,,
16455,,,,,,,1.0,1.0,,,,,1.0
16456,,,,,,,,,,,,,
16457,,,,,,,,,,,,,
16458,,,,,,,,,1.0,,1.0,,
16459,1.0,,,,1.0,,1.0,,,1.0,,1.0,
16460,,1.0,,,,,,,,,,,
16461,,,,,,,,,,,,,
